מזהה,שם המוצר / שובר,ספק / מותג,קטגוריה,מחיר בהצדעה ₪,מחיר מקורי ₪,אחוז חיסכון %,תגיות מבצע,מיקום / משלוח,תוקף המבצע,הגבלת רכישה,רשת מקושרת,קישור למוצר
185163,גלישה בחוף הצוק- ווי סרף  we surf,ווי סרף,אטרקציות,163.0,1030.0,84%,אטרקציות,"חוף הצוק תל אביב , תל אביב - יפו",,,ווי סרף,https://www.behatsdaa.org.il/category/productPage/185163
185187,עין יעל- פסטיבל סוכות,עין יעל,אטרקציות,66.0,66.0,0%,אטרקציות,"עין יעל , ירושלים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185187
2568,פארק המים שפיים,פארק המים - שפיים,אטרקציות,102.0,102.0,0%,אטרקציות,"קיבוץ שפיים , שפים",,,ללא,https://www.behatsdaa.org.il/category/productPage/2568
44352,נינג'ה סטאר - אשדוד,נינג'ה סטאר,אטרקציות,38.0,44.0,14%,אטרקציות,"צומת עד הלום, קניון פאור סנטר ONE  , אשדוד",,,נינג'ה סטאר הוד השרון,https://www.behatsdaa.org.il/category/productPage/44352
69783,נינג'ה סטאר - רחובות,נינג'ה סטאר רחובות,אטרקציות,38.0,44.0,14%,אטרקציות,"דרך הים 1 , רחובות",,,ללא,https://www.behatsdaa.org.il/category/productPage/69783
109425,ארכיאולוג ליום אחד בגן הלאומי בבית גוברין,ארכיאולוג ליום אחד,אטרקציות,48.0,62.0,23%,אטרקציות,"ד.נ. האלה , נתיב הל""ה",,,ללא,https://www.behatsdaa.org.il/category/productPage/109425
111424,מועדון שייט אשדוד - חבילות שייט,מועדון שייט אשדוד,אטרקציות,23.0,46.0,50%,אטרקציות,"אוניון 1, אשדוד",,,ללא,https://www.behatsdaa.org.il/category/productPage/111424
22500,רוב רוי,רוב רוי,אטרקציות,44.0,58.0,24%,אטרקציות,"מתחם הירדנית – קיבוץ כנרת , כנרת (מושבה)",,,ללא,https://www.behatsdaa.org.il/category/productPage/22500
2246,מעלית הזמן בירושלים,מעלית הזמן,אטרקציות,32.0,32.0,0%,אטרקציות,"יצחק קריב 6, ירושלים",,,ללא,https://www.behatsdaa.org.il/category/productPage/2246
67102,לינו מוטורס - השכרת טרקטורונים חשמליים,לינומוטורס,אטרקציות,79.0,198.0,60%,אטרקציות,"האלון 1, בית דגן",,,ללא,https://www.behatsdaa.org.il/category/productPage/67102
70998,נוף פארק גליל - גן חי וגן בוטני,פארק נוף הגליל,אטרקציות,13.0,49.0,73%,אטרקציות,"שדרות מעלה יצחק  4, נוף הגליל",,,ללא,https://www.behatsdaa.org.il/category/productPage/70998
71001,נוף פארק פלנטריום – vplanet,פארק נוף הגליל,אטרקציות,33.0,33.0,0%,אטרקציות,"שדרות מעלה יצחק  4, נוף הגליל",,,ללא,https://www.behatsdaa.org.il/category/productPage/71001
98380,מוזיאון טיקוטין לאמנות יפנית,מוזיאון טיקוטין לאומנות יפנית,אטרקציות,17.0,24.0,29%,אטרקציות,"שדרות הנשיא 89, חיפה",,,ללא,https://www.behatsdaa.org.il/category/productPage/98380
177333,טרקטורונים ורייזרים - עמק חפר,טרקטורוני עמק חפר,אטרקציות,429.0,495.0,13%,אטרקציות,"דרך הכפר 108, כפר ויתקין",,,טרקטורוני עמק חפר,https://www.behatsdaa.org.il/category/productPage/177333
726,מוזיאון הילדים חולון,מוזיאון הילדים - חולון,אטרקציות,46.0,46.0,0%,אטרקציות,"מפרץ שלמה, פארק פרס 66, חולון",,,ללא,https://www.behatsdaa.org.il/category/productPage/726
24393,מאנקיז קיר טיפוס נתניה,מאנקיז קיר טיפוס,אטרקציות,36.0,55.0,35%,אטרקציות,"מתחם נצבא פולג קומהא , נתניה",,,ללא,https://www.behatsdaa.org.il/category/productPage/24393
40360,גרביטי פארק - כרמיאל,גרביטי פארק,אטרקציות,39.0,643.0,94%,אטרקציות,"היוצרים 6, כפר סבא",,,ללא,https://www.behatsdaa.org.il/category/productPage/40360
44760,לייזר סטריט רעננה,לייזר טאג - לייזר סטריט רעננה,אטרקציות,31.0,204.0,85%,אטרקציות,"הסדנה  2, רעננה",,,לייזר טאג - לייזר סטריט רעננה,https://www.behatsdaa.org.il/category/productPage/44760
73722,גרביטי פארק - ירושלים,גרביטי פארק,אטרקציות,39.0,643.0,94%,אטרקציות,"היוצרים 6, כפר סבא",,,ללא,https://www.behatsdaa.org.il/category/productPage/73722
96800,קיר יואב - XPARK - אקס פארק חיפה,קיר יואב אקספארק חיפה,אטרקציות,50.0,50.0,0%,אטרקציות,"קדושי יאסי 2, חיפה",,,קיר יואב אקספארק חיפה,https://www.behatsdaa.org.il/category/productPage/96800
110420,גרביטי פארק - נתניה,גרביטי פארק,אטרקציות,39.0,643.0,94%,אטרקציות,"היוצרים 6, כפר סבא",,,ללא,https://www.behatsdaa.org.il/category/productPage/110420
114123,גרביטי פארק כפר סבא,גרביטי פארק,אטרקציות,39.0,643.0,94%,אטרקציות,"היוצרים 6, כפר סבא",,,ללא,https://www.behatsdaa.org.il/category/productPage/114123
137238,מטיילים עם עדן- סיורים מודרכים,מטיילים עם עדן,אטרקציות,93.0,93.0,0%,אטרקציות,"בלינסון 16, חיפה",,,ללא,https://www.behatsdaa.org.il/category/productPage/137238
137528,חווית ג'יפים ורייזרים בגולן טרקטורוני נחום,חווית ג'יפים ורייזרים בגולן טרקטורוני נחום,אטרקציות,440.0,1100.0,60%,אטרקציות,"חד נס , רמת הגולן",,,ללא,https://www.behatsdaa.org.il/category/productPage/137528
137888,גרביטי פארק יס פלאנט ראשון לציון,גרביטי פארק,אטרקציות,39.0,643.0,94%,אטרקציות,"היוצרים 6, כפר סבא",,,ללא,https://www.behatsdaa.org.il/category/productPage/137888
140694,FULL GAMES- ג'ימבורי לייזר טאג ועוד,פול גיימס,אטרקציות,32.0,145.0,78%,אטרקציות,"המרכבה  40, חולון",,,פול גיימס,https://www.behatsdaa.org.il/category/productPage/140694
141978,אתגר בהר	- סאסא,אתגר בהר,אטרקציות,14.0,80.0,82%,אטרקציות,". , סאסא",,,אתגר בהר,https://www.behatsdaa.org.il/category/productPage/141978
142223,גרביטי פארק יהוד,גרביטי פארק,אטרקציות,39.0,643.0,94%,אטרקציות,"היוצרים 6, כפר סבא",,,ללא,https://www.behatsdaa.org.il/category/productPage/142223
145127,גרביטי פארק עכו,גרביטי פארק,אטרקציות,39.0,643.0,94%,אטרקציות,"היוצרים 6, כפר סבא",,,ללא,https://www.behatsdaa.org.il/category/productPage/145127
152376,מטאור תצפית כוכבים,מטאור תצפיות כוכבים,אטרקציות,44.0,75.0,41%,אטרקציות,"שעל , רמת הגולן",,,מטאור תצפיות כוכבים,https://www.behatsdaa.org.il/category/productPage/152376
154519,נינג'ה אקסטרים חדרה,נינג'ה אקסטרים,אטרקציות,108.0,146.0,26%,אטרקציות,"צה""ל 35, חדרה",,,נינג'ה אקסטרים,https://www.behatsdaa.org.il/category/productPage/154519
155598,רשת טיפוס אורבני,רשת טיפוס אורבני,אטרקציות,58.0,58.0,0%,אטרקציות,מיקומים שונים,,,ללא,https://www.behatsdaa.org.il/category/productPage/155598
165279,גרביטי פארק - בת ים,גרביטי פארק,אטרקציות,39.0,643.0,94%,אטרקציות,"היוצרים 6, כפר סבא",,,ללא,https://www.behatsdaa.org.il/category/productPage/165279
172383,מאנקיז קיר טיפוס אשדוד,מאנקיז אשדוד,אטרקציות,55.0,55.0,0%,אטרקציות,"מתחם עד הלום , אשדוד",,,מאנקיז אשדוד,https://www.behatsdaa.org.il/category/productPage/172383
177174,גרביטי פארק חולון,גרביטי פארק,אטרקציות,39.0,643.0,94%,אטרקציות,"היוצרים 6, כפר סבא",,,ללא,https://www.behatsdaa.org.il/category/productPage/177174
178822,גרביטי פארק מול ויליג' חדרה,גרביטי פארק,אטרקציות,39.0,643.0,94%,אטרקציות,"היוצרים 6, כפר סבא",,,ללא,https://www.behatsdaa.org.il/category/productPage/178822
181071,ספייס ראן VR,ספייס ראן VR,אטרקציות,91.0,361.0,75%,אטרקציות,"לישנסקי יוסף 20, ראשון לציון",,,ספייס ראן VR,https://www.behatsdaa.org.il/category/productPage/181071
181780,קרייזי רומס,קרייזי רומס,אטרקציות,66.0,176.0,62%,אטרקציות,"גשר עד הלום , אשדוד",,,קרייזי רומס,https://www.behatsdaa.org.il/category/productPage/181780
184725,גרביטי פארק שבעת הכוכבים הרצליה,גרביטי פארק,אטרקציות,71.0,352.0,80%,אטרקציות,"היוצרים 6, כפר סבא",,,ללא,https://www.behatsdaa.org.il/category/productPage/184725
185640,בלו אייס אשדוד - החלקה על הקרח,"אייס פלאנט בע""מ",אטרקציות,50.0,97.0,48%,אטרקציות,"נורדאו 11, אשדוד",,,ללא,https://www.behatsdaa.org.il/category/productPage/185640
274,חמת גדר,חמת גדר,אטרקציות,79.0,87.0,9%,אטרקציות,"חמת גדר , טבריה",,,חמת גדר,https://www.behatsdaa.org.il/category/productPage/274
19715,מוזיאון המוזיקה העברי,מוזיאון המוזיקה העברי,אטרקציות,26.0,32.0,19%,אטרקציות,"יואל משה סלומון  10 , ירושלים",,,ללא,https://www.behatsdaa.org.il/category/productPage/19715
160601,Speed גלאקסיה - שייט בחללית האילתית,גלאקסיה,אטרקציות,68.0,103.0,34%,אטרקציות,מרינה אילת,,,גלאקסיה,https://www.behatsdaa.org.il/category/productPage/160601
175914,הפלגה ביאכטה מונטה קרלו - אילת,יאכטה מונטה קרלו אילת,אטרקציות,748.0,880.0,15%,אטרקציות,"קאמן 10, אילת",,,יאכטה מונטה קרלו אילת,https://www.behatsdaa.org.il/category/productPage/175914
179892,חמת גדר - גלמפינג כולל כניסה לחמת גדר,חמת גדר,אטרקציות,990.0,1100.0,10%,"אטרקציות, קמפינג","חמת גדר , טבריה",,,חמת גדר,https://www.behatsdaa.org.il/category/productPage/179892
11487,קולנוע 7 מימדים - ים המלח,פנטזי ים המלח,אטרקציות,47.0,80.0,41%,אטרקציות,עין בוקק ים המלח-מלון לאונרדו קלאב,,,ללא,https://www.behatsdaa.org.il/category/productPage/11487
11520,עיר דוד,עיר דוד,אטרקציות,34.0,88.0,61%,אטרקציות,"דרך חברון  183, ירושלים",,,ללא,https://www.behatsdaa.org.il/category/productPage/11520
14033,בבילון פארק - כרטיסים נטענים לבחירה - אילת,בבילון אילת,אטרקציות,75.0,499.0,85%,אטרקציות,"קאמפן 10, אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/14033
84424,לייזר טאג - tower - tag,sky-vr- משחקי בריחה וירטואלים + טאוור טאג,אטרקציות,73.0,433.0,83%,אטרקציות,"אפעל 23, פתח תקווה",,,ללא,https://www.behatsdaa.org.il/category/productPage/84424
96059,טכנודע- מוזיאון הרפואה,טכנודע,אטרקציות,49.0,49.0,0%,אטרקציות,"הרב ניסים 2, חדרה",,,ללא,https://www.behatsdaa.org.il/category/productPage/96059
149683,מערת צדקיהו וטיילת החומות - ירושלים,מערת צדקיהו וטיילת החומות,אטרקציות,10.0,43.0,77%,אטרקציות,"סולטן סולימן ., ירושלים",,,ללא,https://www.behatsdaa.org.il/category/productPage/149683
169525,טכנושף בטכנודע - סוכות,טכנודע,אטרקציות,36.0,49.0,27%,אטרקציות,"הרב ניסים 2, חדרה",,,ללא,https://www.behatsdaa.org.il/category/productPage/169525
2365,רשת דן קרטינג נהיגה בקארטינג,דן קארטינג,אטרקציות,92.0,143.0,36%,אטרקציות,"משה פלימן 4, חיפה",,,דן קארטינג,https://www.behatsdaa.org.il/category/productPage/2365
6301,דרך העץ,דרך העץ,אטרקציות,22.0,47.0,53%,אטרקציות,שדמות דבורה,,,דרך העץ,https://www.behatsdaa.org.il/category/productPage/6301
760,טייפון הרחפת,טייפון הרחפת,אטרקציות,44.0,396.0,89%,אטרקציות,"התורן 2, אילת",,,טייפון הרחפת,https://www.behatsdaa.org.il/category/productPage/760
71450,רוג'ום - קיר טיפוס,רוג'ום מועדון טיפוס וטבע,אטרקציות,37.0,352.0,89%,אטרקציות,"כיכר ההסתדרות 4, קרית שמונה",,,רוג'ום מועדון טיפוס וטבע,https://www.behatsdaa.org.il/category/productPage/71450
72220,שייט בסייל אילת,סייל אילת,אטרקציות,458.0,726.0,37%,אטרקציות,"שדרות התמרים  3, אילת",,,סייל אילת,https://www.behatsdaa.org.il/category/productPage/72220
109135,פארק קרסו למדע,פארק קרסו למדע,אטרקציות,36.0,36.0,0%,אטרקציות,"העצמאות 79, באר שבע",,,פארק קרסו למדע,https://www.behatsdaa.org.il/category/productPage/109135
149708,אקווה פאן - ספורט ימי,אקווה פאן אילת,אטרקציות,40.0,106.0,62%,אטרקציות,"מרינה , אילת",,,אקווה פאן אילת,https://www.behatsdaa.org.il/category/productPage/149708
150738,לעוף על המים - אטרקציה באילת,לעוף על המים,אטרקציות,53.0,88.0,40%,אטרקציות,"מרינה צפונית , אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/150738
155287,רשת פליי גיים- play game- כרטיס משחק נטען,רשת פליי גיים- play game,אטרקציות,20.0,112.0,82%,אטרקציות,". , מיקומים שונים",,,רשת פליי גיים- play game,https://www.behatsdaa.org.il/category/productPage/155287
158663,חאן דרך העץ,דרך העץ,אטרקציות,60.0,297.0,80%,"אטרקציות, קמפינג",שדמות דבורה,,,דרך העץ,https://www.behatsdaa.org.il/category/productPage/158663
167014,משחקיית סקיי פליי - sky play,משחקיית סקיי פליי- sky play,אטרקציות,39.0,39.0,0%,אטרקציות,"סשה ארגוב 23, רעננה",,,ללא,https://www.behatsdaa.org.il/category/productPage/167014
168115,פליי פנדה – play panda - ראשון לציון,פליי פנדה,אטרקציות,14.0,198.0,93%,אטרקציות,"היכל התרבות  , ראשון לציון",,,פליי פנדה,https://www.behatsdaa.org.il/category/productPage/168115
173850,סיטי פארק רננים - מתחם חוויה ואקסטרים לכל המשפחה,Street Games,אטרקציות,31.0,37.0,16%,אטרקציות,"עתיר ידע 4, כפר סבא",,,ללא,https://www.behatsdaa.org.il/category/productPage/173850
177724,פליי פנדה – play panda - חיפה,רשת פליי גיים- play game,אטרקציות,14.0,198.0,93%,אטרקציות,". , מיקומים שונים",,,רשת פליי גיים- play game,https://www.behatsdaa.org.il/category/productPage/177724
14038,אקסטרים פארק אתגרי - עכו,אקסטרים פארק עכו,אטרקציות,66.0,66.0,0%,אטרקציות,"שלום הגליל  3 , עכו",,,אקסטרים פארק עכו,https://www.behatsdaa.org.il/category/productPage/14038
21719,ג'ונגל כיף,ג'ונגל כיף,אטרקציות,35.0,131.0,73%,אטרקציות,בית זרע,,,ללא,https://www.behatsdaa.org.il/category/productPage/21719
40162,המוזיאון הישראלי לקריקטורה וקומיקס,מוזיאון הקומיקס,אטרקציות,10.0,10.0,0%,אטרקציות,"גולדה מאיר  6, חולון",,,ללא,https://www.behatsdaa.org.il/category/productPage/40162
40165,מוזיאון העיצוב - חולון,מוזיאון העיצוב חולון,אטרקציות,17.0,33.0,48%,אטרקציות,"פנחס אילון 8, חולון",,,ללא,https://www.behatsdaa.org.il/category/productPage/40165
95232,מוזיאון מורשת אחוזת דוברובין - יסוד המעלה,מוזיאון אחוזת דוברובין,אטרקציות,17.0,17.0,0%,אטרקציות,"השמורה, יסוד המעלה תד 124",,,ללא,https://www.behatsdaa.org.il/category/productPage/95232
97861,המוזיאון הימי הלאומי,המוזיאון הימי הלאומי,אטרקציות,17.0,24.0,29%,אטרקציות,"שבתאי לוי , חיפה",,,ללא,https://www.behatsdaa.org.il/category/productPage/97861
99646,יאכטות אילת - שייט בים האדום,יאכטות אילת,אטרקציות,42.0,42.0,0%,אטרקציות,מרינה אילת,,,ללא,https://www.behatsdaa.org.il/category/productPage/99646
107487,חוות צהלה - טיולי רכיבה על סוסים,חוות צהלה,אטרקציות,125.0,858.0,85%,אטרקציות,"חוות צהלה , מבוא חורון",,,ללא,https://www.behatsdaa.org.il/category/productPage/107487
135616,טיול ג'יפים - רפטינג נהר הירדן,רפטינג נהר הירדן,אטרקציות,528.0,608.0,13%,אטרקציות,"ת.ד  3, ראש פינה",,,רפטינג נהר הירדן,https://www.behatsdaa.org.il/category/productPage/135616
135617,פיינטבול - רפטינג נהר הירדן,רפטינג נהר הירדן,אטרקציות,71.0,71.0,0%,אטרקציות,"ת.ד  3, ראש פינה",,,רפטינג נהר הירדן,https://www.behatsdaa.org.il/category/productPage/135617
149772,היאכטה של בני,יאכטה שונית אילת,אטרקציות,608.0,608.0,0%,אטרקציות,"אברהם אבינו  4, אילת",,,יאכטה שונית אילת,https://www.behatsdaa.org.il/category/productPage/149772
151833,ספורט ימי באילת חיים דוד - פעילות לכל המשפחה!,ספורט ימי באילת חיים דוד,אטרקציות,88.0,88.0,0%,אטרקציות,"מרינה מלון מג'יק פאלאס , אילת",,,ספורט ימי באילת חיים דוד,https://www.behatsdaa.org.il/category/productPage/151833
154458,טיולי ג'יפים - אילת דזרט,eilat desert tours,אטרקציות,73.0,352.0,79%,אטרקציות,"נחל חיון 16 , אילת",,,eilat desert tours,https://www.behatsdaa.org.il/category/productPage/154458
155720,באמפ קאר אילת- מכוניות מתנגשות,באמפ קאר אילת,אטרקציות,22.0,132.0,83%,אטרקציות,"דרך הערבה 3, אילת",,,באמפ קאר אילת,https://www.behatsdaa.org.il/category/productPage/155720
176327,חפש את המטמון,חפש תמטמון,אטרקציות,119.0,198.0,40%,אטרקציות,"מלון מפרץ השמש , אילת",,,חפש תמטמון,https://www.behatsdaa.org.il/category/productPage/176327
185423,לייזר טאג צפון,לייזר טאג הצפון,אטרקציות,86.0,330.0,74%,אטרקציות,"צומת מעיין ברוך  , הגושרים",,,ללא,https://www.behatsdaa.org.il/category/productPage/185423
185604,פארק אקסטרים ברקו בכנרת,פארק האקסטרים ברקו,אטרקציות,56.0,119.0,53%,אטרקציות,"שד קפלן אליעזר , טבריה",,,ללא,https://www.behatsdaa.org.il/category/productPage/185604
212,מסע באיזי שאר ישוב,מסע באיזי,אטרקציות,58.0,352.0,84%,אטרקציות,שאר ישוב,,,ללא,https://www.behatsdaa.org.il/category/productPage/212
229,מעיינות חמי טבריה,חמי טבריה,אטרקציות,36.0,88.0,59%,"אטרקציות, פארקי מים ובריכות","שדרות אליעזר קפלן 1, טבריה",,,ללא,https://www.behatsdaa.org.il/category/productPage/229
748,מוזיאון הרצל,מוזיאון הרצל,אטרקציות,14.0,18.0,22%,אטרקציות,"שדרות הרצל, הר הרצל , ירושלים",,,ללא,https://www.behatsdaa.org.il/category/productPage/748
11766,חוויה מתוקה -מרכז המבקרים בקיבוץ יד מרדכי,תיירות יד מרדכי,אטרקציות,20.0,35.0,43%,אטרקציות,יד מרדכי,,,תיירות יד מרדכי,https://www.behatsdaa.org.il/category/productPage/11766
761,ספינת זכוכית ישראל ים,ישראל ים,אטרקציות,31.0,31.0,0%,אטרקציות,"ת""ד 2515, מגדל ים סוף, טיילת החוף הצפוני , אילת",,,ישראל ים,https://www.behatsdaa.org.il/category/productPage/761
3141,טיולי ג'יפים באילת סול טורס,סול טורס,אטרקציות,109.0,154.0,29%,אטרקציות,"עין יהב  64, אילת",,,סול טורס,https://www.behatsdaa.org.il/category/productPage/3141
27130,ישראל ים - שייט בסירת מנוע - פרטי או קבוצתי,ישראל ים,אטרקציות,40.0,484.0,92%,אטרקציות,"ת""ד 2515, מגדל ים סוף, טיילת החוף הצפוני , אילת",,,ישראל ים,https://www.behatsdaa.org.il/category/productPage/27130
59211,גלאקסיה ספינת זכוכית,גלאקסיה,אטרקציות,36.0,172.0,79%,אטרקציות,מרינה אילת,,,גלאקסיה,https://www.behatsdaa.org.il/category/productPage/59211
103810,מצנח ימי במצנחי ים סוף אילת,מצנחי ים סוף,אטרקציות,102.0,304.0,66%,אטרקציות,"חוף נביעות , אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/103810
146091,אטרקציות הים האדום - ספורט ימי באילת,אטרקציות הים האדום,אטרקציות,88.0,176.0,50%,אטרקציות,"מרינה צפונית , אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/146091
180055,אטלנטיס ספורט ימי,אטלנטיס ספורט ימי,אטרקציות,99.0,414.0,76%,אטרקציות,"המים 1, אילת",,,אטלנטיס ספורט ימי,https://www.behatsdaa.org.il/category/productPage/180055
183725,לונה פארק בילו סנטר,לונה פארק בילו סנטר,אטרקציות,53.0,93.0,43%,אטרקציות,"בילו סנטר , קרית עקרון",,,לונה פארק בילו סנטר,https://www.behatsdaa.org.il/category/productPage/183725
60570,גל אלמוג - שיעורי גלישה/השכרה - חוף נאות,רואים את האופק בים,אטרקציות,62.0,1320.0,95%,אטרקציות,"מרכז ימי, חוף כאן , קרית חיים",,,רואים את האופק בים,https://www.behatsdaa.org.il/category/productPage/60570
140697,נאון מיני גולף  - Neon golf,נאון מיני גולף,אטרקציות,40.0,106.0,62%,אטרקציות,"בר כוכבא 72, פתח תקווה",,,ללא,https://www.behatsdaa.org.il/category/productPage/140697
142657,גבינות ברמות- סדנאות גבינות בוטיק,גבינות ברמות,אטרקציות,309.0,2122.0,85%,אטרקציות,"הפקאן  6, רמות השבים",,,גבינות ברמות,https://www.behatsdaa.org.il/category/productPage/142657
156432,לייזר סיטי גלילות,לייזר סיטי גלילות,אטרקציות,93.0,231.0,60%,אטרקציות,"גלילות  , רמת השרון",,,לייזר סיטי גלילות,https://www.behatsdaa.org.il/category/productPage/156432
185189,קייטנת גלישה לסוכות- גל אלמוג רואים את האופק בים,רואים את האופק בים,אטרקציות,704.0,704.0,0%,אטרקציות,"מרכז ימי, חוף כאן , קרית חיים",,,רואים את האופק בים,https://www.behatsdaa.org.il/category/productPage/185189
64644,GoJump – צניחה חופשית ים המלח ומצדה,הצנחניה,אטרקציות,792.0,1056.0,25%,אטרקציות,". , מיקומים שונים",,,הצנחניה,https://www.behatsdaa.org.il/category/productPage/64644
161100,רשת בבילון פארק - ימי הולדת,בבילון גיימס,אטרקציות,616.0,616.0,0%,אטרקציות,"דרך מנחם בגין  144, תל אביב - יפו",,,ללא,https://www.behatsdaa.org.il/category/productPage/161100
45073,לייזר סיטי - סניף באר שבע,באולינג 7,אטרקציות,35.0,35.0,0%,אטרקציות,"חיל הנדסה 1, באר שבע",,,ללא,https://www.behatsdaa.org.il/category/productPage/45073
7990,ספירל פארק - טרמינל אילת,ספירל פארק ובוסטר אילת,אטרקציות,14.0,46.0,70%,אטרקציות,"מגדל ים סוף , אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/7990
45378,לייזר טאג זוגי ים המלח,פנטזי ים המלח,אטרקציות,84.0,150.0,44%,אטרקציות,עין בוקק ים המלח-מלון לאונרדו קלאב,,,ללא,https://www.behatsdaa.org.il/category/productPage/45378
184487,אייס פליי אילת - זירו גראביטי,אייס פליי אילת Ice play Eilat,אטרקציות,40.0,40.0,0%,אטרקציות,"קאמפן 8, אילת",,,אייס פליי אילת Ice play Eilat,https://www.behatsdaa.org.il/category/productPage/184487
8663,טיול גמלים בחוות הגמלים באילת,חוות הגמלים,אטרקציות,57.0,130.0,56%,אטרקציות,"חוות הגמלים נחל שלמה ת.ד. 1553 , אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/8663
174031,פארק חבלים בחוות הגמלים,חוות הגמלים,אטרקציות,40.0,141.0,72%,אטרקציות,"חוות הגמלים נחל שלמה ת.ד. 1553 , אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/174031
10962,טופ 94 פארק אתגרים אילת,טופ 94 פארק אתגרים,אטרקציות,20.0,119.0,83%,אטרקציות,"השרברב  1 , אילת",,,טופ 94 פארק אתגרים,https://www.behatsdaa.org.il/category/productPage/10962
176457,טופ 94-טיולי טרקטורונים ורייזרים באילת,טופ 94 פארק אתגרים,אטרקציות,297.0,396.0,25%,אטרקציות,"השרברב  1 , אילת",,,טופ 94 פארק אתגרים,https://www.behatsdaa.org.il/category/productPage/176457
62416,וולטר פארק אשדוד - משחקיה מתחת למים,וולטר פארק,אטרקציות,24.0,33.0,27%,אטרקציות,"האורגים  2, אשדוד",,,ללא,https://www.behatsdaa.org.il/category/productPage/62416
17366,בבילון אילת,בבילון אילת,אטרקציות,22.0,616.0,96%,אטרקציות,"קאמפן 10, אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/17366
19692,חוף קיסוסקי ספורט ימי,קיסוסקי אילת,אטרקציות,44.0,298.0,85%,אטרקציות,"דרך פעמי השלום  1, אילת",,,קיסוסקי אילת,https://www.behatsdaa.org.il/category/productPage/19692
19896,חוף חנניה ספורט ימי ושייט אילת,חוף חנניה + ז'ול ורן,אטרקציות,40.0,229.0,83%,אטרקציות,"מרינה אילת, ת.ד 12313 אילת",,,חוף חנניה + ז'ול ורן,https://www.behatsdaa.org.il/category/productPage/19896
109570,חוף חנניה - ריחוף במצנח ים,חוף חנניה + ז'ול ורן,אטרקציות,119.0,119.0,0%,אטרקציות,"מרינה אילת, ת.ד 12313 אילת",,,חוף חנניה + ז'ול ורן,https://www.behatsdaa.org.il/category/productPage/109570
19897,ספינת זכוכית ז'ול וורן,חוף חנניה + ז'ול ורן,אטרקציות,16.0,41.0,61%,אטרקציות,"מרינה אילת, ת.ד 12313 אילת",,,חוף חנניה + ז'ול ורן,https://www.behatsdaa.org.il/category/productPage/19897
24356,קולנוע 7 ממדים - אילת,פנטזי אילת,אטרקציות,47.0,80.0,41%,אטרקציות,"קאמפן  8, אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/24356
25149,סימגול סניף אילת,פנטזי אילת,אטרקציות,37.0,37.0,0%,אטרקציות,"קאמפן  8, אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/25149
25150,מבוך מראות – כרטיס זוגי ומשפחתי,פנטזי אילת,אטרקציות,47.0,80.0,41%,אטרקציות,"קאמפן  8, אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/25150
27996,לייזר טאג אילת - כרטיס זוגי ומשפחתי,פנטזי אילת,אטרקציות,93.0,185.0,50%,אטרקציות,"קאמפן  8, אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/27996
29113,הגן הבוטני אילת,הגן הבוטני אילת,אטרקציות,16.0,20.0,20%,אטרקציות,"כרמל  14, אילת",,,הגן הבוטני אילת,https://www.behatsdaa.org.il/category/productPage/29113
43017,מטווח סטרייקבול דינמי באנג אילת,סטרייקבול אילת,אטרקציות,39.0,106.0,63%,אטרקציות,"בית הגשר , אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/43017
68644,המנוף האנושי - קניון אייסמול - אילת,פנטזי אילת,אטרקציות,37.0,37.0,0%,אטרקציות,"קאמפן  8, אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/68644
141966,השור הזועם - קניון אייסמול - אילת,פנטזי אילת,אטרקציות,27.0,27.0,0%,אטרקציות,"קאמפן  8, אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/141966
159152,פנטזי אילת - ספינת קרב,פנטזי אילת,אטרקציות,47.0,47.0,0%,אטרקציות,"קאמפן  8, אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/159152
160011,גריין אקסטרים אילת,גרין אקסטרים אילת,אטרקציות,31.0,50.0,38%,אטרקציות,"דרך הערבה  3, אילת",,,גרין אקסטרים אילת,https://www.behatsdaa.org.il/category/productPage/160011
180057,אומגה טרמינל אילת,אומגה טרמינל אילת,אטרקציות,46.0,46.0,0%,אטרקציות,"הטרמינל , אילת",,,אומגה טרמינל אילת,https://www.behatsdaa.org.il/category/productPage/180057
182592,פנטזי אילת- מטווח אייר סופט,פנטזי אילת,אטרקציות,40.0,74.0,46%,אטרקציות,"קאמפן  8, אילת",,,ללא,https://www.behatsdaa.org.il/category/productPage/182592
